result_contract_version,row_id,block_id,block_index,block_count,removed_reference_residue_count,removed_reference_zero_based_indices,removed_reference_first_zero_based_index,removed_reference_last_zero_based_index,removed_residues_excluded_entirely,removed_residues_reclassified_as_noninterface,source_interface_residue_count,remaining_interface_residue_count,target_species,target_species_name,target_accession,target_taxid,lifespan_category,mapping_table,mapping_table_canonical_text_sha256,a1_result_table,a1_result_canonical_text_sha256,a2_summary_table,a2_summary_canonical_text_sha256,aligned_residue_count_after_exclusion,mapped_interface_count,noninterface_count,dropped_remaining_interface_count,mapping_status,metric_family,interface_mean_delta,noninterface_mean_delta,enrichment_ratio,effect_size_cohens_d,p_interface_greater,p_interface_less,p_two_sided,shuffle_mask_policy,shuffle_seed,shuffle_control_count,shuffle_ge_observed_count,shuffle_le_observed_count,shuffle_empirical_p_greater,shuffle_empirical_p_less,shuffle_empirical_p_two_sided,a1_enrichment_ratio,direction_vs_one,direction_matches_a1,lower_tail_significant_at_0_05,residue_block_jackknife_run,gate8_disposition_run,gate8_promoted,gate9_promoted,biological_claim_made,result_date
1,g3sx30_block_1,block_1,0,5,10,24|25|26|27|47|48|49|50|51|52,24,52,true,false,47,37,elephant,Loxodonta africana,G3SX30,9785,long_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,480,37,443,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.16798483681034398,0.25682065358835338,0.65409395413968363,-0.47780497394425647,0.99944674953730606,0.00055566308328424611,0.0011113261665684922,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59271069444374358,below_one,true,true,true,false,false,false,false,2026-07-20
1,p23804_block_1,block_1,0,5,10,24|25|26|27|47|48|49|50|51|52,24,52,true,false,47,37,mouse,Mus musculus,P23804,10090,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,473,37,436,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.17613824054196076,0.33908896827899399,0.51944550551417112,-0.767775924652774,0.9999999778196399,2.2337743273736301e-08,4.4675486547472603e-08,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.51464311118804662,below_one,true,true,true,false,false,false,false,2026-07-20
1,a0abm2yb85_block_1,block_1,0,5,10,24|25|26|27|47|48|49|50|51|52,24,52,true,false,47,37,hamster,Mesocricetus auratus,A0ABM2YB85,10036,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,471,37,434,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.19170737608864502,0.31430748781438245,0.60993575883836337,-0.63296682310718977,0.99999930382011948,7.0058933082875552e-07,1.401178661657511e-06,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59823664002011123,below_one,true,true,true,false,false,false,false,2026-07-20
1,g3sx30_block_2,block_2,1,5,10,53|54|55|56|57|58|59|60|61|62,53,62,true,false,47,37,elephant,Loxodonta africana,G3SX30,9785,long_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,480,37,443,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.15054247004760279,0.25682065358835338,0.58617742749343182,-0.57290659723252135,0.999988272769885,1.1791702111599628e-05,2.3583404223199256e-05,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59271069444374358,below_one,true,true,true,false,false,false,false,2026-07-20
1,p23804_block_2,block_2,1,5,10,53|54|55|56|57|58|59|60|61|62,53,62,true,false,47,37,mouse,Mus musculus,P23804,10090,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,473,37,436,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.15745057870407361,0.33908896827899399,0.46433412299785343,-0.86010657206217878,0.99999999931972872,6.8558968917834844e-10,1.3711793783566969e-09,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.51464311118804662,below_one,true,true,true,false,false,false,false,2026-07-20
1,a0abm2yb85_block_2,block_2,1,5,10,53|54|55|56|57|58|59|60|61|62,53,62,true,false,47,37,hamster,Mesocricetus auratus,A0ABM2YB85,10036,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,471,37,434,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.18715577955181534,0.31430748781438245,0.59545440948050887,-0.65945648414050018,0.99999891417893583,1.09257991551193e-06,2.18515983102386e-06,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59823664002011123,below_one,true,true,true,false,false,false,false,2026-07-20
1,g3sx30_block_3,block_3,2,5,9,65|66|67|68|69|70|71|72|73,65,73,true,false,47,38,elephant,Loxodonta africana,G3SX30,9785,long_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,481,38,443,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.16376017975179771,0.25682065358835338,0.63764412037624418,-0.50081097064671043,0.99982875478558986,0.00017204408457873588,0.00034408816915747176,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59271069444374358,below_one,true,true,true,false,false,false,false,2026-07-20
1,p23804_block_3,block_3,2,5,9,65|66|67|68|69|70|71|72|73,65,73,true,false,47,38,mouse,Mus musculus,P23804,10090,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,474,38,436,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.19303191551252416,0.33908896827899399,0.56926627985638945,-0.68946459056189624,0.99999503875128826,4.989668806830058e-06,9.9793376136601159e-06,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.51464311118804662,below_one,true,true,true,false,false,false,false,2026-07-20
1,a0abm2yb85_block_3,block_3,2,5,9,65|66|67|68|69|70|71|72|73,65,73,true,false,47,38,hamster,Mesocricetus auratus,A0ABM2YB85,10036,short_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,472,38,434,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.20880074367711418,0.31430748781438245,0.66431997891320882,-0.54631644137941826,0.99989950564954955,0.00010098873561128196,0.00020197747122256392,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59823664002011123,below_one,true,true,true,false,false,false,false,2026-07-20
1,g3sx30_block_4,block_4,3,5,9,74|81|85|90|91|92|93|94|95,74,95,true,false,47,38,elephant,Loxodonta africana,G3SX30,9785,long_lived,data/input/tp53_mdm2_1ycr_q00987_interface_mapping.csv,73cc5548869e537cd90d78a3cf1a417097f85b9dde99818d8c09f96cce8aa325,data/input/tp53_mdm2_mdm2_mapped_interface_enrichment_results.csv,bcf4075b428c4bf1494a3247357a8c1736c761f9c1a8bdbf2f0b789b51823ebb,data/input/tp53_mdm2_mdm2_mapping_cutoff_alignment_sensitivity_summary.csv,db58d84a53b2a891eb80d5e065457355c48d6a198cea7a84b47d44b392895ba4,481,38,443,0,complete_after_block_exclusion,human_reference_to_ortholog_per_residue_esmc_l2_mapped_interface_vs_noninterface_enrichment,0.1302232528595548,0.25682065358835338,0.50705911319844221,-0.68459862477234079,0.99999998401287193,1.6098337990049058e-08,3.2196675980098117e-08,uniform_without_replacement_same_mapped_interface_count_among_aligned_residue_pairs,42,1000,1000,0,1,0.000999000999000999,0.001998001998001998,0.59271069444374358,below_one,true,true,true,false,false,false,false,2026-07-20
